timestamp,Active_Power,Wind_Speed,Weather_Temperature_Celsius,Global_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Max_Wind_Speed,Air_Pressure,Hail_Accumulation
1/12/2022 8:00,592.430687,2.783333302,23.60666656,470.7959595,98,0,5,955.2466431,0
1/12/2022 8:05,623.9032793,3.386666775,23.86333275,491.7489319,93.73332977,0,5.599999905,955.289978,0
1/12/2022 8:10,655.4325123,2.456666708,24.18000031,512.0137939,85.16666412,0,4.699999809,955.3466797,0
1/12/2022 8:15,685.7762909,2.779999971,24.53666687,532.4354248,92.69999695,0,5.699999809,955.4033813,0
1/12/2022 8:20,716.4780769,3.376666546,24.92333221,552.3186646,92.69999695,0,7.400000095,955.3966675,0
1/12/2022 8:25,747.5193624,3.076666594,25.22333336,572.4063721,87.93333435,0,5.800000191,955.4000244,0
1/12/2022 8:30,776.2653122,3.24000001,25.44000053,592.5740967,87.8666687,0,5.5,955.4000244,0
1/12/2022 8:35,806.1970282,3.706666708,25.61666679,612.4012451,89.46666718,0,6.199999809,955.4066772,0
1/12/2022 8:40,831.3298845,3.793333292,25.63666725,632.1074829,98.3666687,0,6.699999809,955.3966675,0
1/12/2022 8:45,861.7695541,3.173333406,25.75666618,651.5839233,86.76667023,0,6.099999905,955.4266968,0
1/12/2022 8:50,890.9008322,2.99666667,26.12333298,670.5930786,90.59999847,0,7.099999905,955.4733276,0
1/12/2022 8:55,916.5336933,3.269999981,26.53666687,689.4506226,90.16666412,0,6.599999905,955.4766846,0
1/12/2022 9:00,940.0771885,4.003333092,26.53333282,708.4401245,81.80000305,0,6.099999905,955.4466553,0
1/12/2022 9:05,963.8265657,3.180000067,26.73333359,727.4292603,93.96666718,0,5.5,955.4533691,0
1/12/2022 9:10,992.4356213,3.059999943,27.09666634,745.2657471,90.69999695,0,6,955.4000244,0
1/12/2022 9:15,1014.831396,2.623333454,27.38999939,762.8035278,92.46666718,0,4.400000095,955.4000244,0
1/12/2022 9:20,749.818428,3.103333235,27.54333305,779.6665649,85.40000153,0,6,955.3133545,0
1/12/2022 9:25,1059.796089,3.093333244,27.44333267,797.6064453,109.3000031,0,5.599999905,955.2433472,0
1/12/2022 9:30,1079.140519,2.116666555,27.82666588,813.671814,93.96666718,0,4.800000191,955.1966553,0
1/12/2022 9:35,1100.860888,3.00999999,28.08333397,829.4642334,100.9000015,0,5.099999905,955.1466675,0
1/12/2022 9:40,1101.420853,2.566666603,28.3433342,845.5606689,108.1333313,0,7.400000095,955.0866699,0
1/12/2022 9:45,1129.042179,2.640000105,28.16333389,860.87146,89.23332977,0,5.400000095,955.0533447,0
1/12/2022 9:50,1129.460309,2.773333311,28.37666702,877.7781372,89.30000305,0,5,955,0
1/12/2022 9:55,1164.242829,2.716666698,28.17666626,892.5040894,109.1333313,0,5.5,954.9433594,0
1/12/2022 10:00,1187.435505,2.266666651,28.40333366,907.1144409,110.3000031,0,5.599999905,954.8366699,0
1/12/2022 10:05,1177.737795,3.349999905,28.49333382,921.0494995,99.76667023,0,6.900000095,954.8400269,0
1/12/2022 10:10,1195.353079,2.566666603,28.7266674,935.0990601,86.33333588,0,5.5,954.793335,0
1/12/2022 10:15,1209.896564,2.160000086,29.03000069,947.9866943,110.7666702,0,4.699999809,954.7999878,0
1/12/2022 10:20,1187.816854,3.130000114,29.18666649,961.7213135,115.6999969,0,7.900000095,954.7366943,0
1/12/2022 10:25,1231.79299,,,,,,,,
1/12/2022 10:30,830.9947605,2.141666651,29.08166695,980.9025879,95.5,0,5.900000095,954.7683105,0
1/12/2022 10:35,817.3853607,2.140000105,29.23999977,998.1942139,100.3333359,0,5.900000095,954.6900024,0
1/12/2022 10:40,830.2232971,2.636666775,29.35333252,1010.963013,112.6333313,0,5,954.6599731,0
1/12/2022 10:45,845.6050873,1.896666646,29.40999985,1019.467712,134.0666656,0,4.800000191,954.5733032,0
1/12/2022 10:50,825.5933418,2.150000095,29.76000023,1030.509766,131.5333405,0,5.199999809,954.4666748,0
1/12/2022 10:55,835.5365028,2.026666641,30.07333374,1041.220825,140,0,5.300000191,954.3800049,0
1/12/2022 11:00,855.4957924,2.549999952,30.27666664,1051.429565,116.2666702,0,6.5,954.3633423,0
1/12/2022 11:05,820.8628025,1.933333278,29.86333275,1059.735352,143.6333313,0,5.099999905,954.3099976,0
1/12/2022 11:10,825.1496487,1.809999943,29.92333221,1069.043213,104.0999985,0,3.299999952,954.2366943,0
1/12/2022 11:15,814.1072388,2.686666727,30.08333397,1077.985962,96.5,0,5.300000191,954.1433105,0
1/12/2022 11:20,825.1497269,1.25,30.03999901,1083.50415,202.5333405,0,2.799999952,954.0233154,0
1/12/2022 11:25,791.0440407,2.373333454,30.46666718,1089.841797,106.9000015,0,5,953.9233398,0
1/12/2022 11:30,789.7830448,2.633333445,30.37333298,1098.105469,121.5666656,0,5,953.9000244,0
1/12/2022 11:35,781.5356865,1.596666694,30.38333321,1102.629639,139.4333344,0,3.599999905,953.8066406,0
1/12/2022 11:40,784.8274345,1.49333334,30.32333183,1106.582031,279.5666809,0,3.299999952,953.6533203,0
1/12/2022 11:45,799.3148632,1.99000001,30.84666634,1111.978394,125.5666656,0,4.199999809,953.6033325,0
1/12/2022 11:50,801.2652168,1.886666656,31.45000076,1119.290405,134.5666656,0,4.300000191,953.5066528,0
1/12/2022 11:55,853.8997116,1.809999943,31.21000099,1123.452515,120.4666672,0,5,953.4500122,0
1/12/2022 12:00,832.5408821,,,,,,,,
1/12/2022 12:05,836.3593483,2.171666622,31.04833412,1127.907104,117.3333359,0,5.300000191,953.331665,0
1/12/2022 12:10,847.6010456,1.653333306,31.11333466,1133.111572,158.8999939,0,3.400000095,953.2999878,0
1/12/2022 12:15,869.7619076,1.056666732,31.28666687,1133.826538,194.1000061,0,3.299999952,953.2000122,0
1/12/2022 12:20,865.1848145,1.74000001,31.5233326,1135.342407,62.83333206,0,3.200000048,953.1500244,0
1/12/2022 12:25,855.3901024,1.303333402,31.80999947,1135.998047,194.8666687,0,3.299999952,953.0899658,0
